,0
670,39.99
671,0.0
672,24.99
673,0.0
674,0.0
675,0.0
676,0.0
677,99.99
678,39.99
679,49.99
680,29.99
681,0.0
682,0.0
683,179.99
684,0.0
685,0.0
686,0.0
687,24.99
688,29.99
689,0.0
690,99.99
691,0.0
692,24.99
693,0.0
694,0.0
695,0.0
696,0.0
697,24.99
698,0.0
699,0.0
700,49.99
701,0.0
702,29.99
703,0.0
704,179.99
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,39.99
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,24.99
718,0.0
719,39.99
720,24.99
721,0.0
722,0.0
723,0.0
724,39.99
725,29.99
726,0.0
727,0.0
728,0.0
729,24.99
730,0.0
731,0.0
732,39.99
733,0.0
734,99.99
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,89.99
741,179.99
742,99.99
743,99.99
744,24.99
745,99.99
746,0.0
747,19.99
748,24.99
749,0.0
750,49.99
751,0.0
752,0.0
753,49.99
754,89.99
755,19.99
756,24.99
757,89.99
758,0.0
759,0.0
760,99.99
761,99.99
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,49.99
772,0.0
773,0.0
774,39.99
775,0.0
776,0.0
777,179.99
778,39.99
779,0.0
780,19.99
781,0.0
782,99.99
783,0.0
784,0.0
785,0.0
786,0.0
787,49.99
788,39.99
789,0.0
790,0.0
791,39.99
792,39.99
793,24.99
794,0.0
795,179.99
796,99.99
797,39.99
798,0.0
799,39.99
800,99.99
801,0.0
802,39.99
803,49.99
804,0.0
805,89.99
806,0.0
807,0.0
808,49.99
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,39.99
815,0.0
816,0.0
817,89.99
818,0.0
819,0.0
820,0.0
821,19.99
822,99.99
823,0.0
824,49.99
825,0.0
826,0.0
827,0.0
828,89.99
829,89.99
830,29.99
831,99.99
832,89.99
833,39.99
834,179.99
835,24.99
836,99.99
837,0.0
838,0.0
839,49.99
840,0.0
841,0.0
842,39.99
843,39.99
844,24.99
845,0.0
846,0.0
847,0.0
848,19.99
849,0.0
850,0.0
851,39.99
852,0.0
853,0.0
854,0.0
855,24.99
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,89.99
864,39.99
865,0.0
866,0.0
867,49.99
868,0.0
869,24.99
870,39.99
871,0.0
872,0.0
873,24.99
874,39.99
875,0.0
876,0.0
877,49.99
878,0.0
879,0.0
880,24.99
881,0.0
882,0.0
883,0.0
884,89.99
885,0.0
886,0.0
887,99.99
888,0.0
889,0.0
890,0.0
891,0.0
892,39.99
893,0.0
894,0.0
895,0.0
896,99.99
897,0.0
898,0.0
899,39.99
900,39.99
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,89.99
908,179.99
909,89.99
910,0.0
911,19.99
912,99.99
913,0.0
914,24.99
915,0.0
916,0.0
917,24.99
918,0.0
919,24.99
920,39.99
921,89.99
922,0.0
923,0.0
924,0.0
925,179.99
926,0.0
927,19.99
928,0.0
929,0.0
930,19.99
931,19.99
932,0.0
933,0.0
934,24.99
935,39.99
936,0.0
937,0.0
938,0.0
939,19.99
940,19.99
941,24.99
942,179.99
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,99.99
949,39.99
950,0.0
951,0.0
952,24.99
953,0.0
954,0.0
955,89.99
956,0.0
957,29.99
958,0.0
959,99.99
960,29.99
961,49.99
962,0.0
963,0.0
964,0.0
965,99.99
966,39.99
967,0.0
968,0.0
969,0.0
970,99.99
971,24.99
972,39.99
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,39.99
982,19.99
983,0.0
984,0.0
985,0.0
986,99.99
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,49.99
995,19.99
996,39.99
997,0.0
998,49.99
999,0.0
1000,99.99
1001,0.0
1002,0.0
1003,179.99
1004,0.0
1005,19.99
1006,0.0
1007,0.0
1008,0.0
1009,49.99
1010,29.99
1011,0.0
1012,39.99
1013,89.99
1014,0.0
1015,89.99
1016,0.0
1017,0.0
1018,0.0
1019,39.99
1020,49.99
1021,89.99
1022,29.99
1023,19.99
1024,0.0
1025,99.99
1026,99.99
1027,0.0
1028,0.0
1029,24.99
1030,39.99
1031,89.99
1032,49.99
1033,0.0
1034,179.99
1035,89.99
1036,0.0
1037,0.0
1038,0.0
1039,39.99
1040,39.99
1041,0.0
1042,0.0
1043,39.99
1044,0.0
1045,49.99
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,99.99
1051,0.0
1052,29.99
1053,179.99
1054,0.0
1055,0.0
1056,0.0
1057,179.99
1058,0.0
1059,0.0
1060,89.99
1061,0.0
1062,29.99
1063,0.0
1064,0.0
1065,99.99
1066,89.99
1067,0.0
1068,24.99
1069,0.0
1070,0.0
1071,39.99
1072,19.99
1073,0.0
1074,99.99
1075,29.99
1076,39.99
1077,0.0
1078,19.99
1079,0.0
1080,39.99
1081,0.0
1082,99.99
1083,19.99
1084,19.99
1085,0.0
1086,24.99
1087,24.99
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,19.99
1094,0.0
1095,0.0
1096,89.99
1097,19.99
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,99.99
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,24.99
1108,179.99
1109,0.0
1110,39.99
1111,24.99
1112,0.0
1113,0.0
1114,24.99
1115,39.99
1116,0.0
1117,24.99
1118,39.99
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,24.99
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,99.99
1131,0.0
1132,19.99
1133,89.99
1134,0.0
1135,49.99
1136,24.99
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,24.99
1146,0.0
1147,0.0
1148,19.99
1149,0.0
1150,0.0
1151,0.0
1152,179.99
1153,39.99
1154,19.99
1155,49.99
1156,49.99
1157,0.0
1158,0.0
1159,0.0
1160,24.99
1161,24.99
1162,0.0
1163,19.99
1164,0.0
1165,39.99
1166,39.99
1167,0.0
1168,24.99
1169,29.99
1170,49.99
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,24.99
1181,39.99
1182,49.99
1183,0.0
1184,0.0
1185,39.99
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,89.99
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,39.99
1197,0.0
1198,0.0
1199,24.99
1200,0.0
1201,0.0
1202,19.99
1203,0.0
1204,0.0
1205,0.0
1206,89.99
1207,0.0
1208,49.99
1209,39.99
1210,0.0
1211,89.99
1212,19.99
1213,0.0
1214,0.0
1215,39.99
1216,0.0
1217,0.0
1218,0.0
1219,19.99
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,99.99
1226,0.0
1227,0.0
1228,99.99
1229,0.0
1230,39.99
1231,89.99
1232,49.99
1233,0.0
1234,0.0
1235,39.99
1236,179.99
1237,24.99
1238,0.0
1239,39.99
1240,49.99
1241,0.0
1242,29.99
1243,0.0
1244,24.99
1245,0.0
1246,39.99
1247,0.0
1248,0.0
1249,49.99
1250,49.99
1251,39.99
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,39.99
1260,0.0
1261,19.99
1262,49.99
1263,39.99
1264,24.99
1265,24.99
1266,0.0
1267,24.99
1268,49.99
1269,24.99
1270,89.99
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,179.99
1277,0.0
1278,0.0
1279,39.99
1280,0.0
1281,0.0
1282,0.0
1283,49.99
1284,19.99
1285,39.99
1286,0.0
1287,0.0
1288,0.0
1289,39.99
1290,179.99
1291,0.0
1292,0.0
1293,49.99
1294,24.99
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,49.99
1302,0.0
1303,0.0
1304,0.0
1305,89.99
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,19.99
1311,29.99
1312,0.0
1313,0.0
1314,24.99
1315,0.0
1316,0.0
1317,99.99
1318,0.0
1319,39.99
1320,0.0
1321,0.0
1322,0.0
1323,39.99
1324,0.0
1325,39.99
1326,0.0
1327,0.0
1328,179.99
1329,0.0
1330,99.99
1331,0.0
1332,0.0
1333,29.99
1334,19.99
1335,0.0
1336,49.99
1337,24.99
1338,0.0
1339,0.0
1340,24.99
1341,0.0
1342,29.99
1343,179.99
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,24.99
1349,49.99
1350,0.0
1351,0.0
1352,0.0
1353,89.99
1354,49.99
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,29.99
1360,0.0
1361,19.99
1362,0.0
1363,39.99
1364,0.0
1365,39.99
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,19.99
1371,89.99
1372,0.0
1373,0.0
1374,0.0
1375,24.99
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,99.99
1382,0.0
1383,49.99
1384,39.99
1385,0.0
1386,0.0
1387,19.99
1388,179.99
1389,0.0
1390,19.99
1391,0.0
1392,0.0
1393,0.0
1394,39.99
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,19.99
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,39.99
1406,39.99
1407,39.99
1408,19.99
1409,39.99
1410,0.0
1411,0.0
1412,0.0
1413,179.99
1414,89.99
1415,19.99
1416,29.99
1417,0.0
1418,89.99
1419,39.99
1420,99.99
1421,0.0
1422,24.99
1423,0.0
1424,0.0
1425,179.99
1426,0.0
1427,29.99
1428,19.99
1429,29.99
1430,0.0
1431,39.99
1432,89.99
1433,0.0
1434,0.0
1435,99.99
1436,0.0
1437,0.0
1438,0.0
1439,39.99
1440,0.0
1441,39.99
1442,39.99
1443,0.0
1444,99.99
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,99.99
1456,39.99
1457,99.99
1458,0.0
1459,39.99
1460,24.99
1461,39.99
1462,0.0
1463,24.99
1464,19.99
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,24.99
1470,0.0
1471,0.0
1472,0.0
1473,19.99
1474,0.0
1475,24.99
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,19.99
1484,179.99
1485,39.99
1486,39.99
1487,0.0
1488,39.99
1489,0.0
1490,0.0
1491,0.0
1492,24.99
1493,179.99
1494,0.0
1495,39.99
1496,24.99
1497,0.0
1498,0.0
1499,0.0
1500,39.99
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,19.99
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,99.99
1515,49.99
1516,39.99
1517,49.99
1518,0.0
1519,0.0
1520,24.99
1521,0.0
1522,0.0
1523,89.99
1524,0.0
1525,89.99
1526,179.99
1527,0.0
1528,99.99
1529,0.0
1530,0.0
1531,0.0
1532,39.99
1533,49.99
1534,0.0
1535,24.99
1536,179.99
1537,0.0
1538,0.0
1539,179.99
1540,0.0
1541,0.0
1542,0.0
1543,39.99
1544,0.0
1545,0.0
1546,0.0
1547,39.99
1548,0.0
1549,19.99
1550,0.0
1551,89.99
1552,179.99
1553,0.0
1554,179.99
1555,179.99
1556,0.0
1557,179.99
1558,0.0
1559,0.0
1560,0.0
1561,99.99
1562,0.0
1563,0.0
1564,179.99
1565,0.0
1566,0.0
1567,24.99
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,49.99
1573,179.99
1574,0.0
1575,49.99
1576,24.99
1577,39.99
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,99.99
1583,0.0
1584,89.99
1585,0.0
1586,49.99
1587,39.99
1588,19.99
1589,24.99
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,49.99
1600,0.0
1601,0.0
1602,29.99
1603,0.0
1604,0.0
1605,99.99
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,179.99
1612,39.99
1613,99.99
1614,0.0
1615,0.0
1616,179.99
1617,0.0
1618,0.0
1619,19.99
1620,39.99
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,24.99
1627,99.99
1628,19.99
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,29.99
1637,0.0
1638,24.99
1639,24.99
1640,179.99
1641,39.99
1642,0.0
1643,24.99
1644,0.0
1645,39.99
1646,0.0
1647,19.99
1648,0.0
1649,0.0
1650,39.99
1651,39.99
1652,0.0
1653,0.0
1654,19.99
1655,179.99
1656,24.99
1657,0.0
1658,0.0
1659,0.0
1660,39.99
1661,179.99
1662,49.99
1663,0.0
1664,0.0
1665,24.99
1666,0.0
1667,0.0
1668,24.99
1669,0.0
1670,0.0
1671,19.99
1672,0.0
1673,0.0
1674,0.0
1675,24.99
1676,39.99
1677,39.99
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,29.99
1683,0.0
1684,0.0
1685,19.99
1686,0.0
1687,0.0
1688,179.99
1689,49.99
1690,0.0
1691,24.99
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,39.99
1698,0.0
1699,39.99
1700,39.99
1701,179.99
1702,89.99
1703,19.99
1704,24.99
1705,179.99
1706,19.99
1707,0.0
1708,24.99
1709,179.99
1710,19.99
1711,0.0
1712,99.99
1713,24.99
1714,0.0
1715,0.0
1716,39.99
1717,0.0
1718,29.99
1719,0.0
1720,24.99
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,89.99
1726,39.99
1727,39.99
1728,0.0
1729,39.99
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,24.99
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,89.99
1740,0.0
1741,0.0
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,19.99
1748,0.0
1749,0.0
1750,0.0
1751,89.99
1752,0.0
1753,0.0
1754,0.0
1755,49.99
1756,89.99
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,99.99
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,39.99
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,179.99
1773,0.0
1774,0.0
1775,24.99
1776,0.0
1777,0.0
1778,29.99
1779,0.0
1780,0.0
1781,39.99
1782,39.99
1783,0.0
1784,29.99
1785,0.0
1786,99.99
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,99.99
1792,0.0
1793,0.0
1794,29.99
1795,24.99
1796,179.99
1797,0.0
1798,99.99
1799,0.0
1800,0.0
1801,0.0
1802,19.99
1803,0.0
1804,0.0
1805,99.99
1806,24.99
1807,39.99
1808,0.0
1809,99.99
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,19.99
1815,0.0
1816,99.99
1817,0.0
1818,0.0
1819,39.99
1820,0.0
1821,0.0
1822,49.99
1823,39.99
1824,0.0
1825,0.0
1826,179.99
1827,0.0
1828,0.0
1829,0.0
1830,179.99
1831,0.0
1832,0.0
1833,0.0
1834,39.99
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,39.99
1841,0.0
1842,0.0
1843,0.0
1844,39.99
1845,0.0
1846,19.99
1847,0.0
1848,0.0
1849,39.99
1850,0.0
1851,0.0
1852,19.99
1853,0.0
1854,0.0
1855,0.0
1856,49.99
1857,0.0
1858,24.99
1859,0.0
1860,179.99
1861,39.99
1862,29.99
1863,179.99
1864,179.99
1865,39.99
1866,0.0
1867,39.99
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,19.99
1873,0.0
1874,39.99
1875,179.99
1876,99.99
1877,19.99
1878,0.0
1879,39.99
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,89.99
1888,24.99
1889,24.99
1890,0.0
1891,39.99
1892,29.99
1893,99.99
1894,0.0
1895,0.0
1896,0.0
1897,49.99
1898,0.0
1899,0.0
1900,24.99
1901,0.0
1902,179.99
1903,24.99
1904,19.99
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,19.99
1912,0.0
1913,0.0
1914,39.99
1915,0.0
1916,39.99
1917,0.0
1918,39.99
1919,0.0
1920,39.99
1921,89.99
1922,0.0
1923,0.0
1924,39.99
1925,0.0
1926,0.0
1927,19.99
1928,0.0
1929,0.0
1930,0.0
1931,0.0
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0
1937,0.0
1938,0.0
1939,24.99
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,0.0
1946,99.99
1947,0.0
1948,0.0
1949,0.0
1950,0.0
1951,24.99
1952,0.0
1953,0.0
1954,39.99
1955,0.0
1956,0.0
1957,0.0
1958,19.99
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,24.99
1965,0.0
1966,49.99
1967,99.99
1968,0.0
1969,0.0
1970,0.0
1971,49.99
1972,0.0
1973,0.0
1974,0.0
1975,0.0
1976,0.0
1977,49.99
1978,0.0
1979,0.0
1980,0.0
1981,0.0
1982,0.0
1983,0.0
1984,29.99
1985,179.99
1986,0.0
1987,0.0
1988,0.0
1989,0.0
1990,24.99
1991,0.0
1992,0.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,29.99
1998,0.0
1999,39.99
2000,0.0
2001,0.0
2002,0.0
2003,99.99
2004,0.0
2005,89.99
2006,39.99
2007,39.99
2008,0.0
2009,24.99
2010,0.0
2011,89.99
2012,24.99
2013,0.0
2014,0.0
2015,0.0
2016,39.99
2017,0.0
2018,99.99
2019,39.99
2020,0.0
2021,0.0
2022,0.0
2023,0.0
2024,0.0
2025,0.0
2026,0.0
2027,39.99
2028,0.0
2029,0.0
2030,24.99
2031,19.99
2032,39.99
2033,39.99
2034,0.0
2035,24.99
2036,0.0
2037,99.99
2038,19.99
2039,99.99
2040,0.0
2041,89.99
2042,0.0
2043,39.99
2044,19.99
2045,89.99
2046,99.99
2047,0.0
2048,179.99
2049,0.0
2050,0.0
2051,0.0
2052,24.99
2053,39.99
2054,0.0
2055,39.99
2056,39.99
2057,0.0
2058,0.0
2059,0.0
2060,49.99
2061,29.99
2062,0.0
2063,89.99
2064,39.99
2065,0.0
2066,179.99
2067,0.0
2068,0.0
2069,24.99
2070,19.99
2071,0.0
2072,0.0
2073,39.99
2074,49.99
2075,0.0
2076,29.99
2077,0.0
2078,99.99
2079,0.0
2080,0.0
2081,39.99
2082,0.0
2083,39.99
2084,0.0
2085,19.99
2086,0.0
2087,19.99
2088,0.0
2089,19.99
2090,0.0
2091,0.0
2092,0.0
2093,0.0
2094,0.0
2095,39.99
2096,0.0
2097,99.99
2098,0.0
2099,49.99
2100,0.0
2101,24.99
2102,0.0
2103,0.0
2104,0.0
2105,39.99
2106,0.0
2107,24.99
2108,0.0
2109,0.0
2110,29.99
2111,0.0
2112,0.0
2113,19.99
2114,39.99
2115,39.99
2116,19.99
2117,0.0
2118,39.99
2119,89.99
2120,19.99
2121,24.99
2122,24.99
2123,0.0
2124,39.99
2125,99.99
2126,0.0
2127,0.0
2128,0.0
2129,0.0
2130,99.99
2131,99.99
2132,0.0
2133,39.99
2134,0.0
2135,0.0
2136,0.0
2137,0.0
2138,24.99
2139,0.0
2140,0.0
2141,39.99
